loc_id;patinete_id;dt_registro;bairro;latitude;longitude;bateria_pct;em_uso
LOC-000253;PAT-0029;2024-02-28 06:00:00;América;-26.2988292779679;-48.85113029005771;11;False
LOC-000254;PAT-0025;2024-11-25 00:00:00;Bucarein;-26.296036139577957;-48.83770451526937;34;False
LOC-000255;PAT-0044;2024-09-12 02:00:00;Anita Garibaldi;-26.313394569635857;-48.83945364296612;97;False
LOC-000256;PAT-0046;2024-08-06 15:00:00;Glória;-26.314242328154638;-48.83368815919786;55;True
LOC-000257;PAT-0058;2024-06-27 06:00:00;Itaum;-26.333970964767854;-48.82411656021122;12;True
LOC-000258;PAT-0002;2024-12-15 22:00:00;Iririú;-26.267303528174157;-48.84713323115469;66;False
LOC-000259;PAT-0063;2024-03-28 03:00:00;Saguaçu;-26.2831806724873;-48.85284154026031;73;False
LOC-000260;PAT-0057;2024-07-18 07:00:00;Paranaguamirim;-26.33530340156434;-48.81379167652854;48;False
LOC-000261;PAT-0031;2024-12-19 06:00:00;Itaum;-26.336630407154836;-48.81319576573349;42;True
LOC-000262;PAT-0013;2024-08-03 03:00:00;Itaum;-26.335064673843856;-48.82564965489796;99;True
LOC-000263;PAT-0022;2024-05-03 02:00:00;Saguaçu;-26.280865541231453;-48.84046633283412;74;True
LOC-000264;PAT-0028;2024-08-28 19:00:00;Bucarein;-26.30564821564737;-48.83484036424967;29;False
LOC-000265;PAT-0013;2024-09-26 10:00:00;Anita Garibaldi;-26.3069299522257;-48.82884684820707;30;True
LOC-000266;PAT-0042;2024-05-17 18:00:00;Jardim Iririú;-26.27577681570093;-48.86456709565872;6;False
LOC-000267;PAT-0043;2024-01-19 01:00:00;Paranaguamirim;-26.33748609857502;-48.81285511910382;78;False
LOC-000268;PAT-0044;2024-06-07 22:00:00;Glória;-26.32215849727629;-48.82582573643262;52;True
LOC-000269;PAT-0006;2024-11-04 01:00:00;América;-26.289216082356493;-48.84322355314885;69;True
LOC-000270;PAT-0041;2024-05-04 15:00:00;Jardim Iririú;-26.264863497488175;-48.865113218846695;68;False
LOC-000271;PAT-0057;2024-12-10 05:00:00;Paranaguamirim;-26.34252039649302;-48.81074358560769;23;True
LOC-000272;PAT-0005;2024-11-03 11:00:00;Bucarein;-26.304272600830224;-48.84457918128116;35;False
LOC-000273;PAT-0046;2024-05-31 11:00:00;Jardim Iririú;-26.274885666116027;-48.86518997655091;93;False
LOC-000274;PAT-0017;2024-09-21 10:00:00;Itaum;-26.328577023638996;-48.82125796894058;76;False
LOC-000275;PAT-0012;2024-09-14 07:00:00;Iririú;-26.274669514340253;-48.85029862540562;32;False
LOC-000276;PAT-0068;2024-06-23 22:00:00;Saguaçu;-26.28112478385406;-48.84856240314073;55;True
LOC-000277;PAT-0062;2024-08-03 07:00:00;América;-26.290844231839937;-48.85039963039675;73;True
LOC-000278;PAT-0080;2024-12-14 19:00:00;Iririú;-26.276240867359505;-48.847077449436796;95;True
LOC-000279;PAT-0078;2024-10-27 17:00:00;Bucarein;-26.29963060514822;-48.84361425120708;87;False
LOC-000280;PAT-0029;2024-03-04 04:00:00;Paranaguamirim;-26.347576849558436;-48.81315358792465;6;False
LOC-000281;PAT-0067;2024-09-03 08:00:00;Anita Garibaldi;-26.314631084772856;-48.83715609277416;59;True
LOC-000282;PAT-0036;2024-04-21 19:00:00;Centro;-26.29678367747961;-48.84791542965874;11;True
LOC-000283;PAT-0036;2024-11-19 04:00:00;América;-26.28502311078037;-48.84786974794487;16;True
LOC-000284;PAT-0034;2024-03-15 10:00:00;América;-26.293729950927453;-48.84399380838248;38;True
LOC-000285;PAT-0006;2024-06-24 03:00:00;Glória;-26.318595273518937;-48.82932225679212;47;True
LOC-000286;PAT-0040;2024-08-12 08:00:00;Centro;-26.298843252071432;-48.84190560113682;62;True
LOC-000287;PAT-0048;2024-02-05 19:00:00;Itaum;-26.330939610611996;-48.82657269505893;81;False
LOC-000288;PAT-0066;2024-12-24 23:00:00;Iririú;-26.282712674179997;-48.859621471401084;24;False
LOC-000289;PAT-0069;2024-04-04 10:00:00;Anita Garibaldi;-26.318807832610904;-48.83496589374529;34;True
LOC-000290;PAT-0027;2024-10-12 02:00:00;Itaum;-26.32983371645842;-48.82767981242194;22;True
LOC-000291;PAT-0014;2024-11-18 23:00:00;Itaum;-26.322488969989184;-48.8239543203398;56;True
LOC-000292;PAT-0010;2024-05-10 15:00:00;Glória;-26.3169086473245;-48.8297215793628;67;True
LOC-000293;PAT-0040;2024-08-03 05:00:00;Anita Garibaldi;-26.318865340936984;-48.8427606208279;14;False
LOC-000294;PAT-0009;2024-02-24 22:00:00;Itaum;-26.334970225987327;-48.823767259420386;39;True
LOC-000295;PAT-0040;2024-04-03 22:00:00;Jardim Iririú;-26.263658829708532;-48.85977550688838;99;False
LOC-000296;PAT-0062;2024-04-06 12:00:00;Bucarein;-26.2925369638407;-48.8408296120323;89;True
LOC-000297;PAT-0007;2024-01-20 03:00:00;Iririú;-26.273116886620983;-48.84818797291111;73;True
LOC-000298;PAT-0014;2024-12-22 17:00:00;América;-26.28868922928592;-48.84867447002799;48;True
LOC-000299;PAT-0020;2024-07-21 07:00:00;Anita Garibaldi;-26.319546600793867;-48.83636422715952;69;True
LOC-000300;PAT-0030;2024-10-19 19:00:00;Jardim Iririú;-26.262743515846697;-48.853114381165874;95;False
LOC-000301;PAT-0042;2024-05-13 11:00:00;Anita Garibaldi;-26.30738759666927;-48.830441872265794;17;True
LOC-000302;PAT-0007;2024-05-12 03:00:00;Glória;-26.32385543769435;-48.8347998572622;84;True
LOC-000303;PAT-0026;2024-04-16 23:00:00;Iririú;-26.27166117248055;-48.860906522218414;86;True
LOC-000304;PAT-0052;2024-10-11 08:00:00;Iririú;-26.2795623262972;-48.852187013828114;63;False
LOC-000305;PAT-0069;2024-06-11 07:00:00;Bucarein;-26.305354717423175;-48.84104186935077;5;True
LOC-000306;PAT-0057;2024-02-18 10:00:00;Bucarein;-26.302781815318554;-48.837365222179315;17;False
LOC-000307;PAT-0015;2024-07-18 06:00:00;Jardim Iririú;-26.273141937971932;-48.85617911919874;51;False
LOC-000308;PAT-0042;2024-01-27 19:00:00;Iririú;-26.27759603205224;-48.852996615458274;10;False
LOC-000309;PAT-0051;2024-05-04 00:00:00;Itaum;-26.33130480804519;-48.812217885253936;97;False
LOC-000310;PAT-0069;2024-08-28 19:00:00;Iririú;-26.274863377736036;-48.85446256431823;18;True
LOC-000311;PAT-0078;2024-07-23 16:00:00;Itaum;-26.330371937991867;-48.82619030789597;77;True
LOC-000312;PAT-0010;2024-12-04 23:00:00;Saguaçu;-26.288669206304554;-48.842747622962946;60;True
LOC-000313;PAT-0005;2024-06-21 19:00:00;Jardim Iririú;-26.275533269302816;-48.86397034620247;68;False
LOC-000314;PAT-0075;2024-01-24 20:00:00;Itaum;-26.328318374044205;-48.8155631656297;82;True
LOC-000315;PAT-0057;2024-10-27 13:00:00;Glória;-26.321668082722443;-48.822686286464;66;True
LOC-000316;PAT-0058;2024-12-22 21:00:00;Paranaguamirim;-26.3432212454818;-48.81185127177657;90;True
LOC-000317;PAT-0080;2024-06-05 11:00:00;Jardim Iririú;-26.262128943314714;-48.8584635174248;21;False
LOC-000318;PAT-0058;2024-10-23 17:00:00;Paranaguamirim;-26.33605210707523;-48.815633821189195;8;True
LOC-000319;PAT-0069;2024-08-25 04:00:00;Glória;-26.31427575122604;-48.83216944214407;84;False
LOC-000320;PAT-0007;2024-11-18 08:00:00;Saguaçu;-26.2850802752846;-48.85035192398445;21;True
LOC-000321;PAT-0019;2024-01-17 17:00:00;Itaum;-26.33590509996597;-48.817818036708644;49;False
LOC-000322;PAT-0030;2024-11-08 19:00:00;Anita Garibaldi;-26.30886045702206;-48.830979630128994;14;False
LOC-000323;PAT-0039;2024-03-31 22:00:00;Anita Garibaldi;-26.316702819521005;-48.83214372688825;78;True
LOC-000324;PAT-0035;2024-02-25 14:00:00;Glória;-26.320940325294533;-48.8348254383809;21;False
LOC-000325;PAT-0046;2024-09-04 20:00:00;Saguaçu;-26.291959987376817;-48.848096205117706;10;True
LOC-000326;PAT-0055;2024-04-06 10:00:00;Glória;-26.31479506556123;-48.82533375884507;20;False
LOC-000327;PAT-0066;2024-11-29 02:00:00;Iririú;-26.28098494974324;-48.85538873474897;76;False
LOC-000328;PAT-0038;2024-08-02 12:00:00;América;-26.284550439887212;-48.85041402752423;24;True
LOC-000329;PAT-0034;2024-09-17 02:00:00;Centro;-26.298572310363816;-48.84186182322927;75;False
LOC-000330;PAT-0053;2024-02-04 06:00:00;Glória;-26.320566675768973;-48.827419755099754;97;False
LOC-000331;PAT-0061;2024-04-20 19:00:00;Itaum;-26.326090108731133;-48.821450481265884;97;True
LOC-000332;PAT-0074;2024-08-28 06:00:00;Anita Garibaldi;-26.31008887881891;-48.82867339662089;50;True
LOC-000333;PAT-0038;2024-08-07 14:00:00;Iririú;-26.270150789722596;-48.86039892690138;21;False
LOC-000334;PAT-0004;2024-01-15 15:00:00;Centro;-26.305491118387426;-48.838271736822556;35;False
LOC-000335;PAT-0030;2024-12-20 04:00:00;Itaum;-26.32542706425209;-48.82609835874438;34;False
LOC-000336;PAT-0055;2024-03-02 15:00:00;Saguaçu;-26.28560069092696;-48.85576080046233;95;True
LOC-000337;PAT-0055;2024-12-02 07:00:00;Anita Garibaldi;-26.304944547394516;-48.82875969758162;24;True
LOC-000338;PAT-0039;2024-12-27 09:00:00;Saguaçu;-26.2852180463868;-48.852080743866146;77;True
LOC-000339;PAT-0003;2024-01-06 22:00:00;Itaum;-26.33059809164906;-48.81632480596085;62;False
LOC-000340;PAT-0009;2024-04-02 09:00:00;Iririú;-26.270438850214983;-48.850023754001086;5;True
LOC-000341;PAT-0056;2024-03-08 20:00:00;Itaum;-26.324854756931824;-48.814256217743484;39;True
LOC-000342;PAT-0028;2024-03-28 20:00:00;Paranaguamirim;-26.33912817417086;-48.80713449222937;78;True
LOC-000343;PAT-0018;2024-03-28 23:00:00;Iririú;-26.280123234984078;-48.85829536463935;87;False
LOC-000344;PAT-0079;2024-05-18 03:00:00;América;-26.29151586830468;-48.847636106529166;30;False
LOC-000345;PAT-0041;2024-12-18 19:00:00;Anita Garibaldi;-26.304510839953448;-48.84115360226751;66;True
LOC-000346;PAT-0062;2024-09-25 23:00:00;Centro;-26.300352220911375;-48.847691051338295;79;True
LOC-000347;PAT-0028;2024-04-27 01:00:00;Itaum;-26.32502139833793;-48.814432452907;48;False
LOC-000348;PAT-0064;2024-07-29 21:00:00;Anita Garibaldi;-26.319474792018895;-48.837117471263056;69;True
LOC-000349;PAT-0065;2024-05-05 05:00:00;Jardim Iririú;-26.268514248597853;-48.85854247391143;25;True
LOC-000350;PAT-0027;2024-04-30 13:00:00;Itaum;-26.327654061861477;-48.81993962490041;80;True
LOC-000351;PAT-0016;2024-06-09 09:00:00;Jardim Iririú;-26.262719477061953;-48.85766477550221;18;True
LOC-000352;PAT-0046;2024-01-08 03:00:00;Anita Garibaldi;-26.319211621542678;-48.8274336897698;48;True
LOC-000353;PAT-0075;2024-10-05 03:00:00;Saguaçu;-26.27936097782973;-48.855108231575976;73;False
LOC-000354;PAT-0064;2024-11-28 09:00:00;Bucarein;-26.29722558501213;-48.84081661571997;85;True
LOC-000355;PAT-0047;2024-05-28 08:00:00;Iririú;-26.279842976470782;-48.849191539531994;52;False
LOC-000356;PAT-0058;2024-03-27 09:00:00;Centro;-26.307323916536806;-48.84649787661203;46;True
LOC-000357;PAT-0021;2024-10-10 08:00:00;Saguaçu;-26.288489127171975;-48.85474356502493;20;True
LOC-000358;PAT-0077;2024-03-20 21:00:00;Jardim Iririú;-26.267506255451384;-48.85903137036133;14;True
LOC-000359;PAT-0019;2024-12-08 00:00:00;Saguaçu;-26.29217302912142;-48.85068681774682;59;False
LOC-000360;PAT-0057;2024-03-21 22:00:00;Bucarein;-26.303463421464;-48.847520931434595;32;True
LOC-000361;PAT-0030;2024-05-23 07:00:00;Glória;-26.314996911305986;-48.824415447787466;82;True
LOC-000362;PAT-0014;2024-07-07 00:00:00;Glória;-26.32587833614805;-48.82965440779214;87;True
LOC-000363;PAT-0066;2024-12-23 19:00:00;Anita Garibaldi;-26.31626565968867;-48.82806757740194;61;True
LOC-000364;PAT-0051;2024-06-06 14:00:00;América;-26.291746070310335;-48.84610373592635;15;True
LOC-000365;PAT-0072;2024-07-29 11:00:00;Anita Garibaldi;-26.31172606579019;-48.83191245129962;41;False
LOC-000366;PAT-0027;2024-12-25 02:00:00;Saguaçu;-26.280782232326175;-48.855919591946154;81;True
LOC-000367;PAT-0005;2024-03-01 21:00:00;América;-26.291842681173343;-48.852154824693784;26;False
LOC-000368;PAT-0018;2024-09-20 13:00:00;Glória;-26.31536216606343;-48.834840219493564;7;True
LOC-000369;PAT-0073;2024-12-02 02:00:00;Itaum;-26.32810645908727;-48.81342723342322;64;False
LOC-000370;PAT-0012;2024-06-21 13:00:00;Iririú;-26.281190404169216;-48.860206656245175;47;False
LOC-000371;PAT-0043;2024-05-20 00:00:00;Centro;-26.309898696985716;-48.84962303917345;63;True
LOC-000372;PAT-0072;2024-11-09 18:00:00;Anita Garibaldi;-26.313007460392804;-48.834730611716246;43;True
LOC-000373;PAT-0048;2024-05-25 03:00:00;Anita Garibaldi;-26.313649769710576;-48.83878618209603;94;False
LOC-000374;PAT-0039;2024-06-07 15:00:00;Bucarein;-26.2941032916858;-48.84664216516353;19;True
LOC-000375;PAT-0021;2024-06-28 06:00:00;Glória;-26.318708205763244;-48.82841441079835;44;True
LOC-000376;PAT-0030;2024-11-13 17:00:00;Jardim Iririú;-26.269789870703963;-48.86657712763592;28;True
LOC-000377;PAT-0030;2024-11-13 22:00:00;Jardim Iririú;-26.273267835464793;-48.86706931586046;43;False
LOC-000378;PAT-0023;2024-02-03 06:00:00;Paranaguamirim;-26.34437060636279;-48.81704407527702;76;False
LOC-000379;PAT-0039;2024-08-27 01:00:00;Centro;-26.303191983704497;-48.842669368727876;64;True
LOC-000380;PAT-0012;2024-06-12 09:00:00;Glória;-26.321224979121602;-48.829123091867615;35;True
LOC-000381;PAT-0049;2024-11-21 04:00:00;Iririú;-26.27476115985823;-48.85623397650453;79;False
LOC-000382;PAT-0048;2024-06-02 10:00:00;Jardim Iririú;-26.273269161035167;-48.85894797497241;57;False
LOC-000383;PAT-0009;2024-02-17 21:00:00;Saguaçu;-26.282393499962488;-48.850152776245544;25;False
LOC-000384;PAT-0071;2024-11-20 19:00:00;Jardim Iririú;-26.262359380146304;-48.85302165863308;54;False
LOC-000385;PAT-0045;2024-01-29 16:00:00;Anita Garibaldi;-26.315872967891412;-48.842121521745426;21;False
LOC-000386;PAT-0033;2024-04-01 12:00:00;Iririú;-26.27513577238669;-48.85222573633552;49;True
LOC-000387;PAT-0069;2024-02-08 21:00:00;América;-26.283391562735666;-48.84473947736276;81;True
LOC-000388;PAT-0032;2024-02-06 00:00:00;Paranaguamirim;-26.34266813215119;-48.81013784466023;15;True
LOC-000389;PAT-0075;2024-11-25 06:00:00;Glória;-26.31847925848122;-48.83505534344285;71;True
LOC-000390;PAT-0056;2024-06-11 12:00:00;Centro;-26.310956868796797;-48.84946517841632;74;False
LOC-000391;PAT-0050;2024-06-12 19:00:00;Jardim Iririú;-26.26630375996033;-48.85652723298069;35;False
LOC-000392;PAT-0004;2024-05-16 05:00:00;Centro;-26.310965891627127;-48.85285167105311;93;False
LOC-000393;PAT-0060;2024-10-22 18:00:00;Bucarein;-26.290652233034816;-48.837010212802674;13;False
LOC-000394;PAT-0027;2024-03-30 01:00:00;Bucarein;-26.29454939756684;-48.838497488886325;27;True
LOC-000395;PAT-0039;2024-11-20 05:00:00;Saguaçu;-26.28038944338983;-48.844326293612234;43;True
LOC-000396;PAT-0038;2024-05-03 15:00:00;Paranaguamirim;-26.336734330227653;-48.82139613807572;88;False
LOC-000397;PAT-0050;2024-07-14 22:00:00;Anita Garibaldi;-26.31056433542278;-48.83151583128294;78;True
LOC-000398;PAT-0061;2024-07-14 13:00:00;América;-26.29180139550263;-48.848122909996476;65;False
LOC-000399;PAT-0033;2024-10-25 21:00:00;Glória;-26.314266025923825;-48.82470524014685;98;False
LOC-000400;PAT-0050;2024-08-04 19:00:00;Jardim Iririú;-26.260690629319313;-48.867334464699894;62;False
LOC-000401;PAT-0023;2024-03-29 05:00:00;Paranaguamirim;-26.340015421233534;-48.822630229304515;-1;False
LOC-000402;PAT-0016;2024-10-18 11:00:00;Anita Garibaldi;-26.305095439213517;-48.837031886401945;87;True
LOC-000403;PAT-0045;2024-04-29 07:00:00;Bucarein;-26.296666673440182;-48.847619387458415;60;True
LOC-000404;PAT-0074;2024-10-02 12:00:00;Bucarein;-26.297385853009654;-48.84106584835887;95;False
LOC-000405;PAT-0046;2024-02-17 18:00:00;Jardim Iririú;-26.268728276272714;-48.85332241757589;64;False
LOC-000406;PAT-0070;2024-05-08 02:00:00;Anita Garibaldi;-26.31665139581552;-48.83673632431466;66;False
LOC-000407;PAT-0037;2024-02-03 20:00:00;Centro;-26.312340485426912;-48.84068079396364;26;True
LOC-000408;PAT-0011;2024-10-04 06:00:00;Saguaçu;-26.289135900370304;-48.85599614600771;38;True
LOC-000409;PAT-0063;2024-11-07 21:00:00;Glória;-26.319844429254342;-48.83530376570465;43;False
LOC-000410;PAT-0035;2024-01-09 19:00:00;Iririú;-26.276920640763844;-48.86251322336553;29;True
LOC-000411;PAT-0079;2024-04-28 09:00:00;América;-26.291824236351957;-48.853749645111755;86;False
LOC-000412;PAT-0015;2024-03-05 08:00:00;Itaum;-26.322309628486973;-48.813468966468854;44;False
LOC-000413;PAT-0055;2024-11-30 20:00:00;Jardim Iririú;-26.270395642069293;-48.866448766022415;30;False
LOC-000414;PAT-0009;2024-03-17 09:00:00;Itaum;-26.330765072970237;-48.8182974435721;85;True
LOC-000415;PAT-0057;2024-01-02 12:00:00;Jardim Iririú;-26.273863751178357;-48.86077606497409;48;False
LOC-000416;PAT-0001;2024-08-05 21:00:00;Centro;-26.311632676281008;-48.83918450860215;43;True
LOC-000417;PAT-0044;2024-03-31 16:00:00;Itaum;-26.32559344776652;-48.82603969371941;84;True
LOC-000418;PAT-0002;2024-04-06 08:00:00;Bucarein;-26.296869069198845;-48.846607554391966;64;True
LOC-000419;PAT-0021;2024-07-28 06:00:00;Itaum;-26.325828723103296;-48.827527328502214;71;False
LOC-000420;PAT-0022;2024-04-13 09:00:00;Bucarein;-26.303602195217813;-48.843057036005895;68;True
LOC-000421;PAT-0010;2024-12-11 16:00:00;Anita Garibaldi;-26.310850739661078;-48.838554673606964;26;True
LOC-000422;PAT-0066;2024-10-02 19:00:00;Paranaguamirim;-26.343941720410537;-48.809081505057755;82;False
LOC-000423;PAT-0013;2024-04-27 07:00:00;Itaum;-26.3343510109296;-48.818320946988834;53;True
LOC-000424;PAT-0052;2024-05-11 06:00:00;Bucarein;-26.30581558377515;-48.84017454819239;51;False
LOC-000425;PAT-0073;2024-08-29 11:00:00;Centro;-26.310314548422895;-48.8456894288499;65;True
LOC-000426;PAT-0071;2024-02-22 23:00:00;América;-26.294051710216007;-48.85753039460433;19;False
LOC-000427;PAT-0010;2024-09-26 12:00:00;América;-26.297129939830544;-48.85187970106039;48;False
LOC-000428;PAT-0037;2024-08-11 19:00:00;Anita Garibaldi;-26.304226264953424;-48.82700791696467;56;True
LOC-000429;PAT-0013;2024-05-10 23:00:00;Anita Garibaldi;-26.315061877623616;-48.829636331346464;96;True
LOC-000430;PAT-0030;2024-01-20 16:00:00;Centro;-26.310314816852763;-48.83990465513333;44;True
LOC-000431;PAT-0039;2024-08-10 11:00:00;Centro;-26.309214682994753;-48.84102837825206;33;False
LOC-000432;PAT-0036;2024-05-27 05:00:00;Paranaguamirim;-26.338596748346536;-48.8213513329051;71;True
LOC-000433;PAT-0062;2024-05-25 07:00:00;Glória;-26.326975303618163;-48.83436082793496;91;False
LOC-000434;PAT-0050;2024-10-14 05:00:00;Paranaguamirim;-26.33420105391774;-48.822950053578296;87;False
LOC-000435;PAT-0008;2024-07-15 19:00:00;Glória;-26.312616005132206;-48.83314383800195;10;True
LOC-000436;PAT-0076;2024-03-09 17:00:00;Anita Garibaldi;-26.316052041269323;-48.84126228156246;25;True
LOC-000437;PAT-0033;2024-06-17 10:00:00;Itaum;-26.330798475702544;-48.820435306475176;83;True
LOC-000438;PAT-0072;2024-01-11 14:00:00;Glória;-26.32764584878353;-48.82716596018282;78;True
LOC-000439;PAT-0027;2024-05-17 06:00:00;Paranaguamirim;-26.337748636404363;-48.80900791527939;11;True
LOC-000440;PAT-0063;2024-06-23 00:00:00;Bucarein;-26.299377183071158;-48.83801252535854;33;False
LOC-000441;PAT-0058;2024-10-22 11:00:00;Bucarein;-26.301679064542373;-48.83498263046754;39;True
LOC-000442;PAT-0037;2024-03-24 17:00:00;Bucarein;-26.302690606230133;-48.8491376273537;73;False
LOC-000443;PAT-0004;2024-11-20 16:00:00;Itaum;-26.32753563075746;-48.827805122633336;87;False
LOC-000444;PAT-0017;2024-11-14 11:00:00;Jardim Iririú;-26.269340527503484;-48.85741859017862;7;False
LOC-000445;PAT-0076;2024-11-07 08:00:00;Saguaçu;-26.29012545137552;-48.851370361436445;87;True
LOC-000446;PAT-0017;2024-09-02 20:00:00;Itaum;-26.32697425469621;-48.82394398374231;42;False
LOC-000447;PAT-0069;2024-01-05 07:00:00;Centro;-26.303358843471415;-48.8489058065969;21;False
LOC-000448;PAT-0052;2024-10-18 13:00:00;Paranaguamirim;-26.334261247121127;-48.81868326307372;42;True
LOC-000449;PAT-0037;2024-11-05 13:00:00;Anita Garibaldi;-26.318120385617977;-48.83481701749918;65;False
LOC-000450;PAT-0031;2024-05-25 10:00:00;Paranaguamirim;-26.33542933436889;-48.81595762484441;79;False
LOC-000451;PAT-0026;2024-04-17 10:00:00;Saguaçu;-26.282223731410923;-48.847801143177975;58;False
LOC-000452;PAT-0004;2024-11-03 03:00:00;Itaum;-26.33615982501075;-48.81723658221599;11;True
LOC-000453;PAT-0020;2024-08-28 12:00:00;Jardim Iririú;-26.264882868322054;-48.861805911856464;85;False
LOC-000454;PAT-0055;2024-06-17 01:00:00;América;-26.291935243377925;-48.85497907700572;8;True
LOC-000455;PAT-0045;2024-05-12 14:00:00;Bucarein;-26.290880243431104;-48.84734079141106;97;False
LOC-000456;PAT-0004;2024-03-04 17:00:00;Itaum;-26.33573421839011;-48.82240841408748;11;True
LOC-000457;PAT-0074;2024-09-24 06:00:00;Centro;-26.30211466574695;-48.842331096396066;77;True
LOC-000458;PAT-0075;2024-01-03 01:00:00;Iririú;-26.27688831927259;-48.850892721438214;41;True
LOC-000459;PAT-0050;2024-10-30 18:00:00;Glória;-26.312690965270548;-48.82732951381305;6;True
LOC-000460;PAT-0024;2024-06-23 08:00:00;Saguaçu;-26.287720401675355;-48.85225554919509;81;False
LOC-000461;PAT-0015;2024-03-10 17:00:00;Glória;-26.312605025448132;-48.82859062006632;13;True
LOC-000462;PAT-0072;2024-09-17 14:00:00;Itaum;-26.323576226382386;-48.81886896541477;58;False
LOC-000463;PAT-0025;2024-04-18 08:00:00;Saguaçu;-26.28867386823503;-48.84825174083024;94;False
LOC-000464;PAT-0054;2024-05-25 23:00:00;Anita Garibaldi;-26.307143331570778;-48.83420033621786;50;False
LOC-000465;PAT-0049;2024-11-08 20:00:00;Centro;-26.296470332771143;-48.84633134987802;66;True
LOC-000466;PAT-0058;2024-07-24 21:00:00;Paranaguamirim;-26.343957391965258;-48.81395269814281;34;False
LOC-000467;PAT-0059;2024-07-12 16:00:00;Iririú;-26.276011565290826;-48.85155190472606;66;False
LOC-000468;PAT-0016;2024-08-10 13:00:00;Itaum;-26.32967710821493;-48.82624594888954;58;True
LOC-000469;PAT-0077;2024-08-18 18:00:00;Glória;-26.32328110182714;-48.826005987965615;21;False
LOC-000470;PAT-0049;2024-10-02 19:00:00;Saguaçu;-26.292755762565665;-48.85382582159796;41;True
LOC-000471;PAT-0054;2024-10-23 08:00:00;Centro;-26.30887793209284;-48.85313395202544;26;True
LOC-000472;PAT-0053;2024-08-21 00:00:00;América;-26.294489009850533;-48.843382725020454;56;True
LOC-000473;PAT-0056;2024-07-28 22:00:00;Bucarein;-26.298902404778907;-48.83468813169807;53;False
LOC-000474;PAT-0010;2024-02-24 14:00:00;Anita Garibaldi;-26.317262360345385;-48.842033015280954;93;False
LOC-000475;PAT-0001;2024-12-24 20:00:00;Glória;-26.314027930292934;-48.8309079449364;93;True
LOC-000476;PAT-0018;2024-01-12 13:00:00;Saguaçu;-26.2817214218763;-48.8530200809872;22;True
LOC-000477;PAT-0041;2024-10-26 01:00:00;Iririú;-26.281636792359045;-48.855234481645844;21;True
LOC-000478;PAT-0051;2024-02-13 08:00:00;América;-26.28859852078176;-48.845717164112;51;False
LOC-000479;PAT-0031;2024-11-14 14:00:00;Saguaçu;-26.28254149637751;-48.840790211604116;38;False
LOC-000480;PAT-0036;2024-02-12 02:00:00;Bucarein;-26.2907004612217;-48.839851957544774;81;True
LOC-000481;PAT-0023;2024-01-14 06:00:00;Iririú;-26.2829516660583;-48.85733750932461;24;False
LOC-000482;PAT-0005;2024-09-25 08:00:00;Centro;-26.30843308080311;-48.84454679094969;9;True
LOC-000483;PAT-0018;2024-08-17 03:00:00;Centro;-26.297555336329996;-48.84920797910227;33;False
LOC-000484;PAT-0017;2024-06-21 12:00:00;América;-26.284085857353627;-48.84444282174669;57;True
LOC-000485;PAT-0018;2024-09-02 11:00:00;América;-26.28747061729007;-48.8450735925903;81;False
LOC-000486;PAT-0029;2024-08-02 13:00:00;Iririú;-26.27074778686324;-48.854068291995524;34;True
LOC-000487;PAT-0035;2024-06-15 00:00:00;Glória;-26.326536272673128;-48.83280321735391;11;True
LOC-000488;PAT-0079;2024-11-30 10:00:00;Itaum;-26.329777986643546;-48.823305765190675;81;True
LOC-000489;PAT-0076;2024-02-09 17:00:00;América;-26.295294672139377;-48.85846531208472;15;False
LOC-000490;PAT-0070;2024-09-15 13:00:00;Jardim Iririú;-26.273100511302182;-48.85494686638359;96;False
LOC-000491;PAT-0006;2024-01-11 21:00:00;Iririú;-26.270035147214024;-48.85579386859137;39;False
LOC-000492;PAT-0010;2024-02-19 12:00:00;Paranaguamirim;-26.34583938981311;-48.817797873145594;85;False
LOC-000493;PAT-0027;2024-09-08 21:00:00;Centro;-26.30490157380806;-48.846662234320036;12;True
LOC-000494;PAT-0057;2024-05-29 08:00:00;Paranaguamirim;-26.332982748166625;-48.809900192152725;17;True
LOC-000495;PAT-0055;2024-10-15 23:00:00;Centro;-26.309426687110957;-48.85220617267668;91;False
LOC-000496;PAT-0071;2024-12-15 05:00:00;Bucarein;-26.290352105220187;-48.83627750418813;47;False
LOC-000497;PAT-0029;2024-04-14 09:00:00;Paranaguamirim;-26.332091392227824;-48.808639858638266;23;False
LOC-000498;PAT-0054;2024-12-21 06:00:00;Paranaguamirim;-26.33911012552508;-48.807852673359456;64;False
LOC-000499;PAT-0063;2024-07-07 19:00:00;Saguaçu;-26.290277716157167;-48.849640192121235;35;False
LOC-000500;PAT-0046;2024-11-23 13:00:00;Centro;-26.307342321792948;-48.8507257535354;18;False
LOC-000501;PAT-0080;2024-10-21 16:00:00;Glória;-26.321208114677177;-48.83202174690453;95;False
LOC-000502;PAT-0003;2024-06-16 00:00:00;Glória;-26.32305081241027;-48.832673406460295;19;True
LOC-000503;PAT-0013;2024-05-22 10:00:00;América;-26.294509830721974;-48.856181537399955;63;True
LOC-000504;PAT-0061;2024-01-09 20:00:00;Centro;-26.29684432465254;-48.84448373327838;28;True
LOC-000505;PAT-0058;2024-06-20 13:00:00;Glória;-26.32554616276135;-48.83037401343186;28;False
