manutencao_id;patinete_id;tipo_problema;dt_inicio;dt_fim;duracao_horas;custo_r$;tecnico;resolvido
MAN-00235;PAT-0073;Pneu;2024-02-18 12:00:00;2024-02-20 01:00:00;37;377.56;TEC-06;True
MAN-00236;PAT-0062;Tela;2024-04-04 14:00:00;2024-04-05 18:00:00;28;171.26;TEC-07;False
MAN-00237;PAT-0039;Estrutura;2024-05-17 15:00:00;2024-05-20 11:00:00;68;358.98;TEC-07;False
MAN-00238;PAT-0019;Tela;2024-02-09 08:00:00;2024-02-11 06:00:00;46;52.34;TEC-01;True
MAN-00239;PAT-0017;Freio;2024-08-04 16:00:00;2024-08-04 18:00:00;2;359.3;TEC-04;True
MAN-00240;PAT-0031;Pneu;2024-01-13 09:00:00;2024-01-13 11:00:00;2;218.93;TEC-07;False
MAN-00241;PAT-0041;Estrutura;2024-08-18 15:00:00;2024-08-20 09:00:00;42;241.46;TEC-02;False
MAN-00242;PAT-0035;Tela;2024-01-10 11:00:00;2024-01-11 17:00:00;30;60.66;TEC-07;True
MAN-00243;PAT-0027;Freio;2024-02-11 14:00:00;2024-02-14 02:00:00;60;357.26;TEC-03;True
MAN-00244;PAT-0040;Bateria;2024-04-09 15:00:00;2024-04-10 14:00:00;23;358.16;TEC-05;True
MAN-00245;PAT-0007;Freio;2024-01-21 13:00:00;2024-01-22 15:00:00;26;316.96;TEC-07;False
MAN-00246;PAT-0040;Vandalismo;2024-12-16 08:00:00;2024-12-17 19:00:00;35;214.0;TEC-01;True
MAN-00247;PAT-0054;Vandalismo;2024-01-17 12:00:00;2024-01-19 19:00:00;55;370.07;TEC-08;True
MAN-00248;PAT-0049;Estrutura;2024-10-25 11:00:00;2024-10-25 23:00:00;12;313.01;TEC-01;True
MAN-00249;PAT-0071;Estrutura;2024-04-16 10:00:00;2024-04-18 19:00:00;57;251.9;TEC-05;True
MAN-00250;PAT-0020;Vandalismo;2024-07-30 15:00:00;2024-08-01 22:00:00;55;327.92;TEC-08;False
MAN-00251;PAT-0015;Vandalismo;2024-04-03 12:00:00;2024-04-04 07:00:00;19;161.84;TEC-03;False
MAN-00252;PAT-0020;Freio;2024-05-23 14:00:00;2024-05-24 19:00:00;29;63.07;TEC-07;True
MAN-00253;PAT-0012;Bateria;2024-10-22 11:00:00;2024-10-23 02:00:00;15;16.57;TEC-07;True
MAN-00254;PAT-0044;Vandalismo;2024-02-27 15:00:00;2024-02-28 18:00:00;27;187.96;TEC-01;True
MAN-00255;PAT-0056;Freio;2024-03-22 17:00:00;2024-03-23 19:00:00;26;148.04;TEC-03;True
MAN-00256;PAT-0033;Tela;2024-05-22 15:00:00;2024-05-24 20:00:00;53;244.2;TEC-04;False
MAN-00257;PAT-0078;Tela;2024-08-09 11:00:00;2024-08-10 02:00:00;15;16.01;TEC-06;False
MAN-00258;PAT-0046;Vandalismo;2024-10-11 08:00:00;2024-10-11 10:00:00;2;239.73;TEC-02;True
MAN-00259;PAT-0021;Vandalismo;2024-10-03 11:00:00;2024-10-04 21:00:00;34;164.3;TEC-06;False
MAN-00260;PAT-0046;Estrutura;2024-10-15 08:00:00;2024-10-16 21:00:00;37;356.8;TEC-06;True
MAN-00261;PAT-0033;Vandalismo;2024-07-22 13:00:00;2024-07-23 01:00:00;12;172.17;TEC-01;True
MAN-00262;PAT-0074;Bateria;2024-05-13 08:00:00;2024-05-15 16:00:00;56;136.62;TEC-02;True
MAN-00263;PAT-0023;Bateria;2024-03-21 13:00:00;2024-03-23 04:00:00;39;190.31;TEC-06;True
MAN-00264;PAT-0003;Tela;2024-11-11 17:00:00;2024-11-12 11:00:00;18;291.56;TEC-04;True
MAN-00265;PAT-0052;Tela;2024-10-08 13:00:00;2024-10-09 15:00:00;26;252.85;TEC-01;False
MAN-00266;PAT-0036;Estrutura;2024-02-25 17:00:00;2024-02-26 06:00:00;13;282.38;TEC-02;False
MAN-00267;PAT-0037;Estrutura;2024-04-22 17:00:00;2024-04-24 19:00:00;50;366.71;TEC-08;True
MAN-00268;PAT-0012;Pneu;2024-04-25 10:00:00;2024-04-27 07:00:00;45;120.99;TEC-04;True
MAN-00269;PAT-0016;Pneu;2024-08-24 10:00:00;2024-08-25 22:00:00;36;324.02;TEC-02;True
MAN-00270;PAT-0013;Bateria;2024-09-09 10:00:00;2024-09-10 23:00:00;37;128.01;TEC-07;True
MAN-00271;PAT-0079;Pneu;2024-10-03 09:00:00;2024-10-04 00:00:00;15;305.32;TEC-08;True
MAN-00272;PAT-0064;Estrutura;2024-03-22 17:00:00;2024-03-23 19:00:00;26;127.18;TEC-02;True
MAN-00273;PAT-0026;Freio;2024-03-01 14:00:00;2024-03-04 01:00:00;59;109.03;TEC-06;True
MAN-00274;PAT-0070;Bateria;2024-04-23 13:00:00;2024-04-24 12:00:00;23;274.45;TEC-07;True
MAN-00275;PAT-0071;Estrutura;2024-11-29 08:00:00;2024-12-01 20:00:00;60;131.07;TEC-01;True
MAN-00276;PAT-0011;Tela;2024-06-01 17:00:00;2024-06-04 06:00:00;61;366.99;TEC-06;True
MAN-00277;PAT-0068;Estrutura;2024-08-07 08:00:00;2024-08-09 10:00:00;50;254.68;TEC-08;False
MAN-00278;PAT-0019;Pneu;2024-03-05 14:00:00;2024-03-08 09:00:00;67;190.99;TEC-01;True
MAN-00279;PAT-0060;Freio;2024-08-02 15:00:00;2024-08-04 14:00:00;47;240.82;TEC-06;True
MAN-00280;PAT-0032;Bateria;2024-07-21 13:00:00;2024-07-24 03:00:00;62;325.4;TEC-03;True
MAN-00281;PAT-0001;Tela;2024-03-28 15:00:00;2024-03-30 21:00:00;54;50.38;TEC-03;True
MAN-00282;PAT-0055;Tela;2024-03-26 16:00:00;2024-03-26 21:00:00;5;33.92;TEC-05;True
MAN-00283;PAT-0030;Estrutura;2024-11-25 12:00:00;2024-11-27 19:00:00;55;193.92;TEC-05;False
MAN-00284;PAT-0040;Estrutura;2024-07-01 11:00:00;2024-07-02 14:00:00;27;86.7;TEC-02;False
MAN-00285;PAT-0029;Freio;2024-10-28 15:00:00;2024-10-30 00:00:00;33;76.89;TEC-04;True
MAN-00286;PAT-0044;Tela;2024-05-15 17:00:00;2024-05-17 07:00:00;38;196.16;TEC-04;True
MAN-00287;PAT-0076;Freio;2024-11-16 17:00:00;2024-11-17 17:00:00;24;369.3;TEC-06;True
MAN-00288;PAT-0037;Estrutura;2024-07-10 08:00:00;2024-07-10 14:00:00;6;37.67;TEC-05;False
MAN-00289;PAT-0065;Estrutura;2024-08-19 08:00:00;2024-08-20 20:00:00;36;167.95;TEC-08;True
MAN-00290;PAT-0065;Vandalismo;2024-09-15 16:00:00;2024-09-17 23:00:00;55;291.51;TEC-05;True
MAN-00291;PAT-0023;Tela;2024-08-10 12:00:00;2024-08-10 21:00:00;9;293.06;TEC-01;False
MAN-00292;PAT-0009;Vandalismo;2024-01-02 14:00:00;2024-01-05 03:00:00;61;80.46;TEC-07;True
MAN-00293;PAT-0068;Freio;2024-09-10 13:00:00;2024-09-12 07:00:00;42;31.42;TEC-05;True
MAN-00294;PAT-0067;Bateria;2024-07-30 08:00:00;2024-08-01 04:00:00;44;268.68;TEC-06;False
MAN-00295;PAT-0036;Vandalismo;2024-03-27 08:00:00;2024-03-27 21:00:00;13;319.16;TEC-04;True
MAN-00296;PAT-0076;Freio;2024-10-06 08:00:00;2024-10-09 02:00:00;66;286.64;TEC-02;True
MAN-00297;PAT-0054;Vandalismo;2024-12-06 09:00:00;2024-12-09 08:00:00;71;228.1;TEC-06;True
MAN-00298;PAT-0069;Vandalismo;2024-10-16 10:00:00;2024-10-18 19:00:00;57;278.62;TEC-08;True
MAN-00299;PAT-0003;Vandalismo;2024-10-31 08:00:00;2024-10-31 11:00:00;3;230.64;TEC-01;True
MAN-00300;PAT-0052;Bateria;2024-03-25 10:00:00;2024-03-25 22:00:00;12;203.21;TEC-06;True
MAN-00301;PAT-0052;Pneu;2024-02-09 13:00:00;2024-02-12 05:00:00;64;85.58;TEC-08;False
MAN-00302;PAT-0034;Vandalismo;2024-06-02 11:00:00;2024-06-03 12:00:00;25;182.76;TEC-02;True
MAN-00303;PAT-0003;Estrutura;2024-11-13 08:00:00;2024-11-14 07:00:00;23;84.31;TEC-02;True
MAN-00304;PAT-0045;Bateria;2024-05-23 12:00:00;2024-05-25 03:00:00;39;282.09;TEC-07;True
MAN-00305;PAT-0013;Pneu;2024-10-04 17:00:00;2024-10-05 17:00:00;24;310.78;TEC-07;True
MAN-00306;PAT-0013;Pneu;2024-01-18 17:00:00;2024-01-18 23:00:00;6;325.9;TEC-05;True
MAN-00307;PAT-0006;Estrutura;2024-04-25 10:00:00;2024-04-26 08:00:00;22;128.34;TEC-07;True
MAN-00308;PAT-0024;Bateria;2024-03-21 13:00:00;2024-03-23 02:00:00;37;324.02;TEC-04;True
MAN-00309;PAT-0012;Pneu;2024-04-08 11:00:00;2024-04-11 11:00:00;72;119.61;TEC-07;True
MAN-00310;PAT-0021;Vandalismo;2024-04-15 10:00:00;2024-04-16 15:00:00;29;237.26;TEC-06;True
MAN-00311;PAT-0048;Pneu;2024-01-04 10:00:00;2024-01-06 19:00:00;57;299.6;TEC-07;True
MAN-00312;PAT-0040;Vandalismo;2024-05-05 13:00:00;2024-05-07 05:00:00;40;195.08;TEC-02;True
MAN-00313;PAT-0026;Tela;2024-02-04 08:00:00;2024-02-05 19:00:00;35;24.37;TEC-04;True
MAN-00314;PAT-0036;Vandalismo;2024-03-19 13:00:00;2024-03-21 00:00:00;35;288.67;TEC-04;False
MAN-00315;PAT-0011;Freio;2024-11-29 13:00:00;2024-11-29 23:00:00;10;210.11;TEC-06;True
MAN-00316;PAT-0024;Vandalismo;2024-06-25 08:00:00;2024-06-28 00:00:00;64;331.09;TEC-08;False
MAN-00317;PAT-0032;Bateria;2024-02-28 17:00:00;2024-02-29 15:00:00;22;297.68;TEC-05;False
MAN-00318;PAT-0004;Tela;2024-04-25 13:00:00;2024-04-26 18:00:00;29;130.05;TEC-08;False
MAN-00319;PAT-0016;Vandalismo;2024-05-25 13:00:00;2024-05-27 00:00:00;35;38.98;TEC-07;True
MAN-00320;PAT-0052;Estrutura;2024-12-15 08:00:00;2024-12-17 05:00:00;45;368.57;TEC-01;True
MAN-00321;PAT-0007;Estrutura;2024-04-25 14:00:00;2024-04-27 21:00:00;55;16.88;TEC-06;True
MAN-00322;PAT-0040;Bateria;2024-10-24 16:00:00;2024-10-26 11:00:00;43;320.48;TEC-08;True
MAN-00323;PAT-0079;Bateria;2024-10-10 16:00:00;2024-10-11 18:00:00;26;165.94;TEC-01;True
MAN-00324;PAT-0068;Pneu;2024-05-25 11:00:00;2024-05-28 04:00:00;65;42.82;TEC-03;True
MAN-00325;PAT-0055;Vandalismo;2024-11-15 11:00:00;2024-11-17 13:00:00;50;291.33;TEC-04;True
MAN-00326;PAT-0001;Tela;2024-05-05 11:00:00;2024-05-06 20:00:00;33;41.02;TEC-08;True
MAN-00327;PAT-0031;Estrutura;2024-03-24 12:00:00;2024-03-26 22:00:00;58;186.99;TEC-08;False
MAN-00328;PAT-0064;Vandalismo;2024-05-06 14:00:00;2024-05-06 16:00:00;2;27.45;TEC-02;True
MAN-00329;PAT-0019;Vandalismo;2024-03-24 17:00:00;2024-03-25 15:00:00;22;350.41;TEC-05;True
MAN-00330;PAT-0013;Freio;2024-08-06 10:00:00;2024-08-08 08:00:00;46;218.44;TEC-04;True
MAN-00331;PAT-0065;Vandalismo;2024-01-04 16:00:00;2024-01-06 06:00:00;38;300.16;TEC-01;True
MAN-00332;PAT-0050;Estrutura;2024-01-14 13:00:00;2024-01-17 10:00:00;69;145.41;TEC-02;True
MAN-00333;PAT-0007;Bateria;2024-10-15 16:00:00;2024-10-17 16:00:00;48;191.41;TEC-03;False
MAN-00334;PAT-0008;Tela;2024-11-26 11:00:00;2024-11-27 16:00:00;29;102.2;TEC-03;True
MAN-00335;PAT-0026;Bateria;2024-03-03 10:00:00;2024-03-05 11:00:00;49;254.95;TEC-01;True
MAN-00336;PAT-0021;Freio;2024-05-17 12:00:00;2024-05-18 06:00:00;18;330.32;TEC-06;False
MAN-00337;PAT-0008;Pneu;2024-02-16 10:00:00;2024-02-18 16:00:00;54;231.48;TEC-07;False
MAN-00338;PAT-0026;Bateria;2024-10-23 08:00:00;2024-10-26 08:00:00;72;43.64;TEC-08;True
MAN-00339;PAT-0014;Bateria;2024-08-15 13:00:00;2024-08-15 19:00:00;6;143.36;TEC-04;True
MAN-00340;PAT-0077;Pneu;2024-11-02 14:00:00;2024-11-04 02:00:00;36;85.29;TEC-04;True
MAN-00341;PAT-0058;Bateria;2024-06-09 17:00:00;2024-06-12 05:00:00;60;108.36;TEC-04;False
MAN-00342;PAT-0071;Estrutura;2024-11-03 17:00:00;2024-11-04 16:00:00;23;235.83;TEC-03;True
MAN-00343;PAT-0076;Freio;2024-03-09 08:00:00;2024-03-10 10:00:00;26;41.78;TEC-08;True
MAN-00344;PAT-0080;Pneu;2024-03-01 10:00:00;2024-03-04 05:00:00;67;305.1;TEC-04;True
MAN-00345;PAT-0078;Vandalismo;2024-05-04 15:00:00;2024-05-06 23:00:00;56;200.74;TEC-03;True
MAN-00346;PAT-0007;Tela;2024-07-24 11:00:00;2024-07-25 22:00:00;35;140.67;TEC-04;True
MAN-00347;PAT-0011;Bateria;2024-02-08 15:00:00;2024-02-09 00:00:00;9;213.78;TEC-07;True
MAN-00348;PAT-0012;Pneu;2024-08-23 12:00:00;2024-08-23 14:00:00;2;43.85;TEC-05;False
MAN-00349;PAT-0036;Bateria;2024-10-28 13:00:00;2024-10-28 14:00:00;1;283.86;TEC-05;True
MAN-00350;PAT-0005;Freio;2024-05-22 10:00:00;2024-05-24 06:00:00;44;49.83;TEC-01;True
