viagem_id;patinete_id;usuario_id;bairro_origem;bairro_destino;lat_origem;lon_origem;lat_destino;lon_destino;dt_inicio;dt_fim;duracao_min;distancia_km;valor_cobrado;bateria_inicio
VGM-000409;PAT-0008;USR-00075;América;Centro;-26.28694618023581;-48.84611964033844;-26.305578605251675;-48.846079114233014;2024-12-19 15:13:00;2024-12-19 15:50:00;37;3.91;7.12;45
VGM-000410;PAT-0015;USR-00281;Anita Garibaldi;América;-26.31608713323214;-48.83545998378804;-26.290452681967178;-48.84659309812277;2024-01-17 17:52:00;2024-01-17 18:23:00;31;6.41;9.11;45
VGM-000411;PAT-0004;USR-00283;Itaum;Glória;-26.331806863624095;-48.8181172576422;-26.32423241938111;-48.83452218635318;2024-02-22 13:47:00;2024-02-22 14:31:00;44;5.67;8.28;57
VGM-000412;PAT-0030;USR-00262;Centro;Saguaçu;-26.299899380329492;-48.84979447032422;-26.28995812556372;-48.849477690249294;2024-10-14 18:15:00;2024-10-14 18:50:00;35;4.52;7.75;57
VGM-000413;PAT-0022;USR-00126;Glória;Iririú;-26.315493928530625;-48.830144103003406;-26.27329565666203;-48.85143428011316;2024-12-22 15:44:00;2024-12-22 16:29:00;45;3.07;5.87;58
VGM-000414;PAT-0065;USR-00155;Bucarein;Glória;-26.297265621118765;-48.846724632801305;-26.318581804831986;-48.83103945522564;2024-01-25 18:24:00;2024-01-25 18:53:00;29;8.47;11.42;76
VGM-000415;PAT-0058;USR-00088;Anita Garibaldi;Anita Garibaldi;-26.310681627878303;-48.834945448820896;-26.312892111900005;-48.83800843102403;2024-12-16 16:35:00;2024-12-16 16:41:00;6;1.83;4.2;22
VGM-000416;PAT-0042;USR-00190;Itaum;Jardim Iririú;-26.330515544780216;-48.81535982592882;-26.26810355923968;-48.860752058186684;2024-01-07 14:12:00;2024-01-07 14:54:00;42;3.1;5.17;59
VGM-000417;PAT-0075;USR-00276;Centro;Jardim Iririú;-26.30646789228302;-48.847357932870146;-26.26884556999408;-48.86114447498508;2024-08-14 13:58:00;2024-08-14 14:41:00;43;7.45;10.49;84
VGM-000418;PAT-0046;USR-00297;Saguaçu;Centro;-26.2867133545463;-48.85261003987425;-26.309159949551553;-48.84204583798534;2024-12-26 17:48:00;2024-12-26 18:28:00;40;6.63;9.7;86
VGM-000419;PAT-0044;USR-00084;Bucarein;Jardim Iririú;-26.29627481543923;-48.846690442090804;-26.269646283937828;-48.85738065624257;2024-10-06 12:49:00;2024-10-06 13:04:00;15;4.04;6.57;83
VGM-000420;PAT-0072;USR-00117;América;Centro;-26.288476254705625;-48.85212013240053;-26.307629177446028;-48.84614884444256;2024-05-30 20:11:00;2024-05-30 20:18:00;7;1.09;3.49;85
VGM-000421;PAT-0011;USR-00052;Centro;Jardim Iririú;-26.301484209562744;-48.84959975063537;-26.27201575810899;-48.85511629433278;2024-04-05 11:47:00;2024-04-05 12:22:00;35;7.32;10.09;96
VGM-000422;PAT-0019;USR-00148;Itaum;Centro;-26.327103818572052;-48.82476647903672;-26.299832795661107;-48.84654722468724;2024-03-02 18:02:00;2024-03-02 18:32:00;30;6.56;10.1;94
VGM-000423;PAT-0044;USR-00191;Itaum;Iririú;-26.33408793896951;-48.8174378638605;-26.274006402749578;-48.8594176216918;2024-05-22 14:08:00;2024-05-22 14:21:00;13;2.46;4.69;62
VGM-000424;PAT-0071;USR-00023;Paranaguamirim;Jardim Iririú;-26.340055796952974;-48.81541476991118;-26.265713437157636;-48.86237725678185;2024-10-26 14:00:00;2024-10-26 14:24:00;24;6.71;7.93;21
VGM-000425;PAT-0029;USR-00142;Glória;Paranaguamirim;-26.324424412399832;-48.83210755228027;-26.34184636256734;-48.815639295197805;2024-08-26 10:02:00;2024-08-26 10:14:00;12;3.8;6.27;54
VGM-000426;PAT-0013;USR-00093;Bucarein;Bucarein;-26.29750471117676;-48.83799916816984;-26.299068528705057;-48.84543097375854;2024-06-14 07:49:00;2024-06-14 08:32:00;43;0.51;2.97;79
VGM-000427;PAT-0054;USR-00197;Bucarein;Itaum;-26.298584694986264;-48.84583861039799;-26.332630760061033;-48.81552434873676;2024-11-11 15:31:00;2024-11-11 16:10:00;39;4.76;7.28;22
VGM-000428;PAT-0050;USR-00154;Iririú;Centro;-26.271122958172416;-48.85044081171044;-26.308430343290347;-48.84353151102182;2024-10-08 17:04:00;2024-10-08 17:27:00;23;1.08;3.58;41
VGM-000429;PAT-0046;USR-00013;Itaum;Saguaçu;-26.331490849874477;-48.821860332826226;-26.288209683625585;-48.85031712799572;2024-09-26 13:11:00;2024-09-26 13:47:00;36;8.3;11.54;21
VGM-000430;PAT-0022;USR-00268;Jardim Iririú;América;-26.271829329835725;-48.85611596327691;-26.288024859547036;-48.85009195466482;2024-02-04 22:10:00;2024-02-04 22:39:00;29;7.11;9.34;67
VGM-000431;PAT-0013;USR-00151;Centro;Glória;-26.307970083179473;-48.84517057123521;-26.31822454194816;-48.8277855084289;2024-10-05 18:05:00;2024-10-05 18:30:00;25;1.29;4.02;98
VGM-000432;PAT-0014;USR-00158;Paranaguamirim;Saguaçu;-26.337384893682824;-48.811732926402584;-26.284530711240144;-48.84358721071093;2024-04-23 12:42:00;2024-04-23 13:06:00;24;6.14;8.15;68
VGM-000433;PAT-0002;USR-00067;Itaum;Paranaguamirim;-26.328817819366837;-48.81515986836789;-26.340249101271333;-48.81118364650824;2024-06-18 17:18:00;2024-06-18 17:34:00;16;1.34;4.03;84
VGM-000434;PAT-0080;USR-00212;Centro;Iririú;-26.30838877323877;-48.84831594562181;-26.270775657163437;-48.854848077738616;2024-11-12 22:30:00;2024-11-12 23:08:00;38;3.15;5.15;64
VGM-000435;PAT-0068;USR-00198;Glória;América;-26.32415893193885;-48.82538864514592;-26.295272650522215;-48.84825347380207;2024-11-28 06:07:00;2024-11-28 06:52:00;45;4.01;5.95;29
VGM-000436;PAT-0075;USR-00077;América;Jardim Iririú;-26.28899030868541;-48.85210518105097;-26.27019399186762;-48.85937855246172;2024-06-26 20:15:00;2024-06-26 20:59:00;44;4.84;6.8;98
VGM-000437;PAT-0010;USR-00259;Glória;Anita Garibaldi;-26.32427236993636;-48.83114488095263;-26.313500621464293;-48.83447296109954;2024-11-10 13:02:00;2024-11-10 13:25:00;23;8.0;11.41;60
VGM-000438;PAT-0013;USR-00087;Iririú;Glória;-26.271781399407097;-48.85659612895745;-26.317175741877872;-48.83385258041662;2024-07-14 09:24:00;2024-07-14 09:43:00;19;8.22;11.97;44
VGM-000439;PAT-0078;USR-00103;Glória;Glória;-26.317937577728436;-48.82958592392652;-26.315074853798382;-48.83373862341983;2024-10-03 15:01:00;2024-10-03 15:37:00;36;8.27;9.94;77
VGM-000440;PAT-0032;USR-00195;Iririú;Glória;-26.27918651219358;-48.85845854956821;-26.322593294852428;-48.829704663849775;2024-07-10 22:51:00;2024-07-10 23:26:00;35;1.8;4.59;83
VGM-000441;PAT-0035;USR-00178;Itaum;Jardim Iririú;-26.334151622859146;-48.81946288514642;-26.26425692665863;-48.86231138455021;2024-08-16 21:02:00;2024-08-16 21:23:00;21;7.02;10.72;52
VGM-000442;PAT-0072;USR-00067;Bucarein;Anita Garibaldi;-26.293133604214987;-48.8415829518759;-26.30869377239568;-48.839789630975396;2024-11-29 12:20:00;2024-11-29 12:55:00;35;7.56;10.66;99
VGM-000443;PAT-0078;USR-00198;Iririú;Bucarein;-26.276257292042438;-48.85238098187395;-26.30075342602358;-48.839771607961;2024-02-12 09:10:00;2024-02-12 09:47:00;37;4.49;7.0;43
VGM-000444;PAT-0072;USR-00104;Centro;Anita Garibaldi;-26.305693578529333;-48.84286350038063;-26.313006674198007;-48.8396751340331;2024-09-30 06:40:00;2024-09-30 06:47:00;7;1.46;3.91;70
VGM-000445;PAT-0004;USR-00060;Anita Garibaldi;Anita Garibaldi;-26.308872004327426;-48.83559558649688;-26.312903271307075;-48.83404723158896;2024-04-17 12:55:00;2024-04-17 13:25:00;30;5.88;8.14;74
VGM-000446;PAT-0050;USR-00111;Centro;Saguaçu;-26.299927514226162;-48.848176667506486;-26.280217793314733;-48.847608062058725;2024-02-23 12:34:00;2024-02-23 13:04:00;30;6.66;9.34;46
VGM-000447;PAT-0018;USR-00285;Centro;Centro;-26.299539989361772;-48.848606651026834;-26.307591080986214;-48.841511853094225;2024-11-27 08:47:00;2024-11-27 08:59:00;12;1.93;4.27;40
VGM-000448;PAT-0017;USR-00079;Centro;Bucarein;-26.301866218147413;-48.84925376163295;-26.29500842028895;-48.84215786860652;2024-01-13 20:45:00;2024-01-13 21:09:00;24;6.41;8.25;96
VGM-000449;PAT-0003;USR-00133;Iririú;América;-26.27623740414469;-48.859423524178005;-26.29265807285827;-48.855363985636224;2024-01-20 08:04:00;2024-01-20 08:10:00;6;4.61;7.34;60
VGM-000450;PAT-0003;USR-00285;Bucarein;Centro;-26.30216499283301;-48.84357552021165;-26.30209129654224;-48.84568312032194;2024-04-01 14:35:00;2024-04-01 14:42:00;7;6.7;10.4;73
VGM-000451;PAT-0024;USR-00229;Glória;Anita Garibaldi;-26.317228530840726;-48.832297523078694;-26.312799889957045;-48.83158903829384;2024-10-21 13:58:00;2024-10-21 14:17:00;19;4.92;7.74;49
VGM-000452;PAT-0075;USR-00103;Jardim Iririú;Paranaguamirim;-26.267415957502642;-48.855335826141335;-26.339216402368834;-48.810031507157184;2024-07-27 18:28:00;2024-07-27 19:11:00;43;4.65;7.66;54
VGM-000453;PAT-0050;USR-00142;Glória;Jardim Iririú;-26.32075777990753;-48.829422911737495;-26.264673882266738;-48.86069656826311;2024-07-26 19:20:00;2024-07-26 19:24:00;4;0.69;3.31;43
VGM-000454;PAT-0044;USR-00047;Saguaçu;Saguaçu;-26.280936456149053;-48.84952722960969;-26.281958344350162;-48.84979701257503;2024-07-18 09:34:00;2024-07-18 09:37:00;3;4.67;6.34;77
VGM-000455;PAT-0058;USR-00195;América;Iririú;-26.294888025176938;-48.850195323990064;-26.2713357681646;-48.85093346703048;2024-11-24 08:48:00;2024-11-24 09:28:00;40;4.72;7.04;83
VGM-000456;PAT-0080;USR-00016;Itaum;Centro;-26.33007374895709;-48.82360803298654;-26.308803826746555;-48.849287578709244;2024-01-24 08:22:00;2024-01-24 08:57:00;35;5.99;8.33;80
VGM-000457;PAT-0068;USR-00115;Anita Garibaldi;Paranaguamirim;-26.316886463552326;-48.83555956250798;-26.338079494469604;-48.81384571084967;2024-02-24 15:50:00;2024-02-24 16:12:00;22;8.48;10.69;60
VGM-000458;PAT-0042;USR-00116;Glória;Bucarein;-26.320313393580058;-48.82873765678579;-26.30160012623278;-48.84294285575819;2024-11-06 08:18:00;2024-11-06 08:49:00;31;1.67;4.49;41
VGM-000459;PAT-0046;USR-00017;Jardim Iririú;Centro;-26.27243696724318;-48.86011102168207;-26.305241814319817;-48.850789176350446;2024-07-14 18:52:00;2024-07-14 19:37:00;45;1.6;3.99;40
VGM-000460;PAT-0045;USR-00158;Iririú;Glória;-26.27881182083732;-48.85598221199346;-26.319514115849454;-48.83152711525694;2024-01-16 21:10:00;2024-01-16 21:47:00;37;5.88;8.08;65
VGM-000461;PAT-0045;USR-00294;Iririú;Glória;-26.27882473753223;-48.850061516111;-26.320972605152534;-48.83234771477497;2024-04-22 10:47:00;2024-04-22 11:15:00;28;5.51;7.59;92
VGM-000462;PAT-0053;USR-00157;Glória;Centro;-26.31850789697884;-48.82619685237851;-26.30420388324197;-48.844339088460565;2024-10-06 15:40:00;2024-10-06 15:52:00;12;7.34;9.8;39
VGM-000463;PAT-0038;USR-00094;América;Iririú;-26.288539551207347;-48.84976594041841;-26.270034736912013;-48.85051209502308;2024-06-01 17:00:00;2024-06-01 17:38:00;38;2.16;5.09;22
VGM-000464;PAT-0031;USR-00256;América;Paranaguamirim;-26.29016631234903;-48.85030622638818;-26.34364782686287;-48.81731952812621;2024-10-11 10:07:00;2024-10-11 10:12:00;5;7.93;11.79;73
VGM-000465;PAT-0068;USR-00016;Centro;Centro;-26.299778274515255;-48.844993395201755;-26.302645439546637;-48.84308534060849;2024-01-03 18:34:00;2024-01-03 19:12:00;38;6.17;8.41;30
VGM-000466;PAT-0019;USR-00137;Paranaguamirim;Saguaçu;-26.341251294204763;-48.81798687892177;-26.286039990336143;-48.85244640183061;2024-02-13 15:13:00;2024-02-13 15:38:00;25;4.73;6.69;71
VGM-000467;PAT-0069;USR-00126;Anita Garibaldi;Bucarein;-26.314142879137183;-48.83604862256736;-26.301669902010925;-48.8416187898996;2024-04-18 19:57:00;2024-04-18 20:41:00;44;8.13;10.4;64
VGM-000468;PAT-0074;USR-00158;Iririú;Iririú;-26.271314008718104;-48.859605404671086;-26.278412632366255;-48.859294499362896;2024-09-19 10:10:00;2024-09-19 10:24:00;14;3.78;5.88;89
VGM-000469;PAT-0072;USR-00223;Iririú;América;-26.277764041614805;-48.855244539625126;-26.286507268937545;-48.84665967008869;2024-04-23 14:12:00;2024-04-23 14:22:00;10;1.96;4.26;30
VGM-000470;PAT-0071;USR-00116;Iririú;América;-26.270367774605592;-48.85456975416042;-26.287203985032882;-48.84833648719442;2024-04-02 07:54:00;2024-04-02 08:32:00;38;0.7;3.29;38
VGM-000471;PAT-0032;USR-00122;Saguaçu;Paranaguamirim;-26.289878455253103;-48.850722502638966;-26.33592958039585;-48.81342050088795;2024-08-24 08:18:00;2024-08-24 09:03:00;45;8.25;10.21;97
VGM-000472;PAT-0065;USR-00030;Paranaguamirim;Jardim Iririú;-26.335301211732922;-48.81035971152834;-26.263084672241728;-48.856761036183755;2024-02-04 14:06:00;2024-02-04 14:21:00;15;3.59;6.23;37
VGM-000473;PAT-0045;USR-00128;Saguaçu;América;-26.289568400880494;-48.84390545389063;-26.293916846099915;-48.8495248020443;2024-10-24 21:21:00;2024-10-24 21:46:00;25;3.5;6.13;23
VGM-000474;PAT-0031;USR-00138;Iririú;Paranaguamirim;-26.271088568863018;-48.85277856764544;-26.34144560662636;-48.810310556028256;2024-03-06 13:06:00;2024-03-06 13:27:00;21;4.58;7.73;67
VGM-000475;PAT-0017;USR-00054;Bucarein;América;-26.297722988909136;-48.841666133712344;-26.28930780970075;-48.848860420521355;2024-11-13 08:57:00;2024-11-13 09:12:00;15;3.75;5.65;93
VGM-000476;PAT-0022;USR-00073;Glória;Bucarein;-26.315070352038806;-48.826300308403525;-26.298161974601392;-48.837753413904174;2024-06-11 21:28:00;2024-06-11 21:52:00;24;4.21;6.01;40
VGM-000477;PAT-0062;USR-00202;Bucarein;Bucarein;-26.302262034352644;-48.84569347656176;-26.298816104666216;-48.84182868107989;2024-11-11 15:44:00;2024-11-11 16:24:00;40;2.94;5.72;39
VGM-000478;PAT-0049;USR-00062;Saguaçu;Iririú;-26.284461457155988;-48.84509490205725;-26.276421887506643;-48.85882935587018;2024-03-19 17:51:00;2024-03-19 18:14:00;23;6.22;7.85;95
VGM-000479;PAT-0035;USR-00262;Itaum;Saguaçu;-26.32530697464381;-48.82375179186033;-26.284062193680565;-48.847718222785765;2024-08-07 11:00:00;2024-08-07 11:23:00;23;2.76;5.18;56
VGM-000480;PAT-0004;USR-00298;América;Iririú;-26.290769021558297;-48.8480578933745;-26.2742440657136;-48.858731271719364;2024-05-06 13:45:00;2024-05-06 14:29:00;44;0.91;3.55;34
VGM-000481;PAT-0080;USR-00003;América;Itaum;-26.28970601361865;-48.853242324317485;-26.333385421659354;-48.81907506520824;2024-08-11 14:53:00;2024-08-11 15:19:00;26;6.11;9.67;29
VGM-000482;PAT-0075;USR-00215;Anita Garibaldi;América;-26.310042513110155;-48.831229094189815;-26.291282601624815;-48.85117506939472;2024-03-09 16:56:00;2024-03-09 17:29:00;33;5.78;8.96;61
VGM-000483;PAT-0078;USR-00012;Saguaçu;Itaum;-26.285454589352323;-48.84355957906175;-26.3294652822379;-48.818774246021675;2024-08-24 20:22:00;2024-08-24 20:44:00;22;2.01;4.67;72
VGM-000484;PAT-0076;USR-00195;América;Glória;-26.28972441919916;-48.85451204030595;-26.319297130612686;-48.83489953018945;2024-09-06 09:11:00;2024-09-06 09:55:00;44;6.31;7.93;47
VGM-000485;PAT-0003;USR-00116;Centro;Anita Garibaldi;-26.30355685688077;-48.84657324394935;-26.31489892807088;-48.83805159508345;2024-11-06 08:53:00;2024-11-06 09:13:00;20;5.17;6.74;25
VGM-000486;PAT-0018;USR-00277;Saguaçu;Centro;-26.280988419895092;-48.843190126218374;-26.301977286077477;-48.84628669568088;2024-03-12 12:16:00;2024-03-12 12:59:00;43;0.85;3.34;39
VGM-000487;PAT-0002;USR-00114;Bucarein;Iririú;-26.302545536196583;-48.842165925640266;-26.279748009051787;-48.850494964384104;2024-02-09 08:57:00;2024-02-09 09:01:00;4;6.49;7.78;95
VGM-000488;PAT-0025;USR-00038;Bucarein;Saguaçu;-26.300190368104076;-48.83836452477485;-26.286451681444568;-48.84916390959645;2024-09-16 06:52:00;2024-09-16 07:32:00;40;1.45;3.83;60
VGM-000489;PAT-0028;USR-00014;Jardim Iririú;Iririú;-26.263495885159234;-48.85911268477869;-26.272197873514642;-48.85575627973946;2024-10-23 18:49:00;2024-10-23 19:29:00;40;4.24;7.32;60
VGM-000490;PAT-0022;USR-00176;América;Iririú;-26.28709736216109;-48.8522467009208;-26.274361070789446;-48.85285303910993;2024-04-18 07:35:00;2024-04-18 07:54:00;19;1.61;4.23;94
VGM-000491;PAT-0034;USR-00229;América;Itaum;-26.291443432472143;-48.85314216444474;-26.33238837567489;-48.81896207242714;2024-10-05 21:41:00;2024-10-05 21:53:00;12;8.27;12.15;71
VGM-000492;PAT-0063;USR-00255;Paranaguamirim;Iririú;-26.338798674021984;-48.81796776908914;-26.273050468806566;-48.857010738499014;2024-07-06 18:14:00;2024-07-06 18:54:00;40;8.31;11.47;49
VGM-000493;PAT-0009;USR-00107;Saguaçu;Jardim Iririú;-26.287226188170187;-48.84538201808622;-26.26732609055844;-48.860891836044324;2024-05-28 10:29:00;2024-05-28 11:04:00;35;8.32;11.37;75
VGM-000494;PAT-0053;USR-00263;Iririú;Glória;-26.27811878840276;-48.85613459493177;-26.317037563905437;-48.83282300201142;2024-09-18 08:25:00;2024-09-18 08:51:00;26;3.51;5.43;51
VGM-000495;PAT-0078;USR-00009;Glória;Saguaçu;-26.3203630159506;-48.82988724537799;-26.282649748138102;-48.843339785408695;2024-09-14 06:42:00;2024-09-14 07:00:00;18;1.61;3.89;79
VGM-000496;PAT-0053;USR-00238;Jardim Iririú;Centro;-26.26946647771974;-48.86007674519999;-26.30329892077964;-48.84989365618443;2024-11-10 11:48:00;2024-11-10 12:23:00;35;3.74;5.96;39
VGM-000497;PAT-0029;USR-00216;Bucarein;Anita Garibaldi;-26.29716343888149;-48.84122720970767;-26.312118223246895;-48.83628163215434;2024-03-12 20:10:00;2024-03-12 20:24:00;14;5.15;6.83;72
VGM-000498;PAT-0011;USR-00037;Paranaguamirim;Iririú;-26.34422265363035;-48.81134422854375;-26.278668178743324;-48.859741610277794;2024-10-16 10:47:00;2024-10-16 11:20:00;33;2.34;5.3;42
VGM-000499;PAT-0042;USR-00081;Anita Garibaldi;Centro;-26.30725605192334;-48.83019260656417;-26.306786669821147;-48.84898220508067;2024-07-02 07:14:00;2024-07-02 07:48:00;34;3.17;5.14;99
VGM-000500;PAT-0008;USR-00036;Centro;Glória;-26.299537892555204;-48.847124157914266;-26.320809005270828;-48.827195288616196;2024-04-28 08:16:00;2024-04-28 08:42:00;26;2.16;4.26;57
VGM-000501;PAT-0031;USR-00031;Anita Garibaldi;Anita Garibaldi;-26.310018382859802;-48.83172481077894;-26.311007007129938;-48.83798824767711;2024-04-29 07:42:00;2024-04-29 07:32:00;16;8.08;8.96;43
VGM-000502;PAT-0015;USR-00036;Bucarein;Saguaçu;-26.297639036336555;-48.83935472205345;-26.284862921447846;-48.85219936597471;2024-09-22 17:24:00;2024-09-22 17:57:00;33;1.45;4.2;25
VGM-000503;PAT-0019;USR-00164;Itaum;Centro;-26.331904723837134;-48.81926471048544;-26.306518154740406;-48.846455468201555;2024-08-20 07:02:00;2024-08-20 07:46:00;44;3.59;6.51;75
VGM-000504;PAT-0072;USR-00280;Paranaguamirim;América;-26.33686204980293;-48.810439528563876;-26.295935356422103;-48.855900307652654;2024-06-14 09:45:00;2024-06-14 10:21:00;36;6.25;9.74;68
VGM-000505;PAT-0053;USR-00181;Glória;Saguaçu;-26.318152688274463;-48.83299525484471;-26.285037607780993;-48.85215233845574;2024-11-20 14:53:00;2024-11-20 15:12:00;19;5.1;8.26;29
VGM-000506;PAT-0009;USR-00136;Paranaguamirim;Bucarein;-26.343373830606552;-48.818907357896904;-26.300143740114375;-48.83892374130437;2024-10-23 11:24:00;2024-10-23 12:08:00;44;5.81;8.29;62
VGM-000507;PAT-0002;USR-00035;Iririú;Iririú;-26.27089072815506;-48.851460380330444;-26.272653916992894;-48.8522852665514;2024-07-12 17:37:00;2024-07-12 18:21:00;44;1.99;4.3;53
VGM-000508;PAT-0076;USR-00216;Iririú;Paranaguamirim;-26.271774627570768;-48.85560850183366;-26.344760537347295;-48.81084861179595;2024-02-09 22:16:00;2024-02-09 22:43:00;27;1.47;3.85;99
VGM-000509;PAT-0014;USR-00246;Jardim Iririú;Paranaguamirim;-26.26350200086708;-48.85653031145793;-26.339151721886942;-48.81145484564089;2024-04-24 22:25:00;2024-04-24 22:50:00;25;2.56;5.4;85
VGM-000510;PAT-0063;USR-00005;América;Saguaçu;-26.288742804916115;-48.847069097948044;-26.28058525762494;-48.846168244367604;2024-06-25 21:50:00;2024-06-25 22:23:00;33;2.99;4.98;23
VGM-000511;PAT-0053;USR-00048;Itaum;Iririú;-26.32886584804064;-48.82437542406381;-26.278255907328884;-48.85947667142699;2024-11-05 06:32:00;2024-11-05 06:43:00;11;5.52;8.27;90
VGM-000512;PAT-0015;USR-00115;América;Bucarein;-26.291817569637093;-48.84716535237014;-26.298283505092492;-48.83917151382013;2024-08-13 11:14:00;2024-08-13 11:21:00;7;4.57;6.41;63
VGM-000513;PAT-0076;USR-00289;Jardim Iririú;Itaum;-26.26367271516646;-48.8605168094463;-26.33408578008183;-48.816544891891596;2024-09-20 14:13:00;2024-09-20 14:25:00;12;4.6;7.03;32
VGM-000514;PAT-0072;USR-00102;Itaum;Saguaçu;-26.326339361104996;-48.819895675109954;-26.283743180877387;-48.84500917854228;2024-04-05 11:23:00;2024-04-05 12:04:00;41;6.63;10.06;44
VGM-000515;PAT-0054;USR-00256;Paranaguamirim;Centro;-26.344547813298938;-48.81373407488906;-26.303894683194038;-48.846115209646925;2024-03-01 13:26:00;2024-03-01 13:50:00;24;5.21;7.0;46
VGM-000516;PAT-0074;USR-00157;Paranaguamirim;Anita Garibaldi;-26.344736330255028;-48.810736173932696;-26.312926344757873;-48.837670981613506;2024-02-28 21:43:00;2024-02-28 22:16:00;33;2.2;4.94;33
VGM-000517;PAT-0031;USR-00245;Centro;Itaum;-26.30563536633122;-48.85100883905571;-26.32978622978526;-48.816546700243116;2024-09-02 12:37:00;2024-09-02 12:50:00;13;3.89;6.41;48
VGM-000518;PAT-0065;USR-00136;Anita Garibaldi;América;-26.308894466692184;-48.835231565316825;-26.28703425341531;-48.848728371902595;2024-11-27 19:01:00;2024-11-27 19:19:00;18;7.04;9.53;88
VGM-000519;PAT-0002;USR-00017;Saguaçu;América;-26.28012723870685;-48.846122779575694;-26.29403705697689;-48.846192388256114;2024-01-23 10:36:00;2024-01-23 11:16:00;40;4.74;6.72;25
VGM-000520;PAT-0009;USR-00246;Glória;Bucarein;-26.323495831088966;-48.827772930423016;-26.302774354882946;-48.84544307402244;2024-03-23 10:40:00;2024-03-23 11:15:00;35;5.3;7.34;25
VGM-000521;PAT-0028;USR-00255;Anita Garibaldi;Saguaçu;-26.31105869284648;-48.83307467568463;-26.28138335115301;-48.85074335416948;2024-01-21 10:03:00;2024-01-21 10:16:00;13;1.56;3.99;54
VGM-000522;PAT-0018;USR-00060;Glória;Paranaguamirim;-26.32119109143369;-48.833655648705914;-26.339228829176122;-48.81788201850118;2024-05-12 11:33:00;2024-05-12 12:01:00;28;7.52;9.53;93
VGM-000523;PAT-0043;USR-00058;Centro;Saguaçu;-26.299700856021854;-48.84820604411629;-26.281093415445383;-48.845074602323784;2024-11-02 06:56:00;2024-11-02 07:41:00;45;6.48;8.11;88
VGM-000524;PAT-0025;USR-00230;Saguaçu;Paranaguamirim;-26.281578810768643;-48.84941284474583;-26.33903054776587;-48.8181309270355;2024-05-25 08:13:00;2024-05-25 08:44:00;31;6.2;8.63;48
VGM-000525;PAT-0063;USR-00008;Centro;Itaum;-26.30101671295289;-48.84315562792321;-26.3268983891004;-48.824333401701765;2024-11-06 21:55:00;2024-11-06 22:28:00;33;7.48;9.84;40
VGM-000526;PAT-0074;USR-00142;Bucarein;Paranaguamirim;-26.29831306840205;-48.844212401275854;-26.340703266366447;-48.81001439193414;2024-03-28 13:53:00;2024-03-28 14:22:00;29;8.09;12.05;28
VGM-000527;PAT-0045;USR-00259;Itaum;América;-26.33085180497662;-48.82289295036133;-26.288501400687117;-48.85575182788555;2024-11-03 10:50:00;2024-11-03 11:30:00;40;0.64;3.09;30
VGM-000528;PAT-0018;USR-00223;Jardim Iririú;Paranaguamirim;-26.270265929280693;-48.85542551980962;-26.3358695853311;-48.81164755939841;2024-04-03 22:16:00;2024-04-03 22:29:00;13;7.17;10.11;42
VGM-000529;PAT-0004;USR-00129;Paranaguamirim;Centro;-26.344436245033492;-48.81991136714886;-26.30367877036278;-48.847546331584496;2024-12-17 16:59:00;2024-12-17 17:31:00;32;2.39;5.19;39
VGM-000530;PAT-0061;USR-00081;Paranaguamirim;Saguaçu;-26.33635277623745;-48.81002179144318;-26.288192148494375;-48.84458384540242;2024-11-01 08:14:00;2024-11-01 08:41:00;27;5.44;7.76;32
VGM-000531;PAT-0018;USR-00110;América;Jardim Iririú;-26.2878709899087;-48.849231787011426;-26.270312023849698;-48.85945379508789;2024-07-16 10:06:00;2024-07-16 10:10:00;4;3.79;6.94;42
VGM-000532;PAT-0001;USR-00295;Anita Garibaldi;Paranaguamirim;-26.30700282326714;-48.83171530700551;-26.343013554231025;-48.81098368770513;2024-04-13 22:55:00;2024-04-13 23:30:00;35;1.68;4.38;29
VGM-000533;PAT-0053;USR-00092;Jardim Iririú;Paranaguamirim;-26.263033631629263;-48.862053806036535;-26.342531429724044;-48.81073807013585;2024-12-16 19:52:00;2024-12-16 20:04:00;12;6.12;9.47;67
VGM-000534;PAT-0036;USR-00254;Paranaguamirim;Jardim Iririú;-26.339445682943975;-48.81985684722333;-26.26993584550649;-48.86490901818719;2024-11-06 09:11:00;2024-11-06 09:44:00;33;7.4;10.39;57
VGM-000535;PAT-0043;USR-00031;Itaum;Iririú;-26.327310125848193;-48.81762130481439;-26.274448662132468;-48.85924587824007;2024-11-10 07:56:00;2024-11-10 08:33:00;37;4.3;6.3;85
VGM-000536;PAT-0009;USR-00245;Paranaguamirim;Glória;-26.335552342701174;-48.81165855402999;-26.31912008370536;-48.83249641270429;2024-09-14 09:05:00;2024-09-14 09:38:00;33;2.69;5.15;34
VGM-000537;PAT-0019;USR-00060;Itaum;Bucarein;-26.326503526093223;-48.81759523868047;-26.29873500252758;-48.840306845836366;2024-12-03 10:57:00;2024-12-03 11:38:00;41;4.59;7.46;67
VGM-000538;PAT-0068;USR-00001;Itaum;Saguaçu;-26.332526518982565;-48.82357149712699;-26.28384579220179;-48.84411727803489;2024-10-03 06:57:00;2024-10-03 07:41:00;44;1.03;3.34;88
VGM-000539;PAT-0054;USR-00031;Saguaçu;Glória;-26.2854945586469;-48.845465720777426;-26.324184250743887;-48.83040058048706;2024-08-08 22:26:00;2024-08-08 22:52:00;26;6.3;7.69;39
